# Date(dd.mm.yyyy) 04.04.2018 : Prices at Elspot
#
# Data type(ST);Time made(Hour:Min);Date made(dd.mm.yyyy)
# Data type(PR);Code(SO,SF);Year;Week;Day of week(1..7);Date(dd.mm.yyyy);Area;Currency;Hour1;Hour2;Hour3A;Hour3B;Hour4;Hour5;Hour6;Hour7;Hour8;Hour9;Hour10;Hour11;Hour12;Hour13;Hour14;Hour15;Hour16;Hour17;Hour18;Hour19;Hour20;Hour21;Hour22;Hour23;Hour24;Average
# Data type(AL);Total number of lines in the file.
#
ST;16:00;03.04.2018
PR;SO;2018;14;3;04.04.2018;NO5;EUR;39,31;38,70;38,75;;38,94;38,97;40,08;42,75;46,67;55,51;48,76;45,00;43,55;43,21;42,58;41,32;41,03;41,15;41,49;42,40;42,79;43,74;42,54;40,17;39,35;42,45
PR;SO;2018;14;3;04.04.2018;SE1;EUR;39,31;38,51;38,75;;38,94;38,84;40,08;42,75;48,50;55,51;48,76;45,00;44,90;43,21;42,58;41,32;41,03;41,15;41,49;42,40;42,79;43,74;42,54;40,07;37,95;42,51
PR;SO;2018;14;3;04.04.2018;SE2;EUR;39,31;38,51;38,75;;38,94;38,84;40,08;42,75;48,50;55,51;48,76;45,00;44,90;43,21;42,58;41,32;41,03;41,15;41,49;42,40;42,79;43,74;42,54;40,07;37,95;42,51
PR;SO;2018;14;3;04.04.2018;SE3;EUR;39,31;38,51;38,75;;38,94;38,84;40,08;42,75;48,50;55,51;48,76;45,00;44,90;43,21;42,58;41,32;41,03;41,15;41,49;42,40;42,79;43,74;42,54;40,07;37,95;42,51
PR;SO;2018;14;3;04.04.2018;SE4;EUR;39,31;38,51;38,75;;38,94;38,84;40,08;42,75;48,50;55,51;48,76;45,00;44,90;43,21;42,58;41,32;41,03;41,15;41,49;42,40;42,79;43,74;42,54;40,07;37,95;42,51
PR;SO;2018;14;3;04.04.2018;DK1;NOK;276,12;259,53;212,56;;147,08;193,75;274,48;412,29;467,75;535,36;470,26;433,99;433,03;369,38;393,68;393,39;393,49;393,87;400,14;408,92;412,68;421,84;410,27;382,11;309,49;366,89
PR;SO;2018;14;3;04.04.2018;DK2;NOK;276,12;259,53;212,56;;147,08;193,75;274,48;412,29;467,75;535,36;470,26;433,99;433,03;369,38;393,68;393,39;393,49;393,87;400,14;408,92;412,68;421,84;410,27;382,11;309,49;366,89
PR;SO;2018;14;3;04.04.2018;EE;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;469,97;535,36;511,73;501,41;453,67;444,41;428,79;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;386,45;366,00;417,33
PR;SO;2018;14;3;04.04.2018;FI;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;469,97;535,36;511,73;501,41;453,67;444,41;428,79;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;386,45;366,00;417,33
PR;SO;2018;14;3;04.04.2018;LT;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;469,97;535,36;511,73;501,41;453,67;444,41;443,73;398,50;395,71;443,64;443,64;408,92;443,64;421,84;410,27;386,45;366,00;423,00
PR;SO;2018;14;3;04.04.2018;LV;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;469,97;535,36;511,73;501,41;453,67;444,41;443,73;398,50;395,71;443,64;443,64;408,92;443,64;421,84;410,27;386,45;366,00;423,00
PR;SO;2018;14;3;04.04.2018;NO1;NOK;379,12;373,23;373,72;;375,55;375,84;386,54;412,29;450,10;535,36;470,26;433,99;420,01;416,73;410,65;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;387,41;379,50;409,38
PR;SO;2018;14;3;04.04.2018;NO2;NOK;379,12;373,23;373,72;;375,55;375,84;386,54;398,31;450,10;535,36;470,26;433,99;408,73;393,68;393,68;393,39;393,49;393,87;400,14;408,92;412,68;421,84;402,07;387,41;379,50;405,89
PR;SO;2018;14;3;04.04.2018;NO3;NOK;379,12;373,23;373,72;;375,55;375,84;386,54;412,29;467,75;535,36;470,26;433,99;433,03;425,99;438,62;438,33;425,60;418,08;400,14;408,92;412,68;421,84;410,27;389,24;380,08;416,10
PR;SO;2018;14;3;04.04.2018;NO4;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;467,75;535,36;470,26;433,99;433,03;416,73;410,65;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;386,45;366,00;409,93
PR;SO;2018;14;3;04.04.2018;NO5;NOK;379,12;373,23;373,72;;375,55;375,84;386,54;412,29;450,10;535,36;470,26;433,99;420,01;416,73;410,65;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;387,41;379,50;409,38
PR;SO;2018;14;3;04.04.2018;SE1;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;467,75;535,36;470,26;433,99;433,03;416,73;410,65;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;386,45;366,00;409,93
PR;SO;2018;14;3;04.04.2018;SE2;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;467,75;535,36;470,26;433,99;433,03;416,73;410,65;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;386,45;366,00;409,93
PR;SO;2018;14;3;04.04.2018;SE3;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;467,75;535,36;470,26;433,99;433,03;416,73;410,65;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;386,45;366,00;409,93
PR;SO;2018;14;3;04.04.2018;SE4;NOK;379,12;371,40;373,72;;375,55;374,58;386,54;412,29;467,75;535,36;470,26;433,99;433,03;416,73;410,65;398,50;395,71;396,86;400,14;408,92;412,68;421,84;410,27;386,45;366,00;409,93
PR;SO;2018;14;3;04.04.2018;DK1;SEK;294,80;277,09;226,94;;157,03;206,86;293,05;440,19;499,40;571,58;502,08;463,36;462,33;394,37;420,32;420,01;420,11;420,53;427,22;436,59;440,60;450,39;438,03;407,96;330,43;391,72
PR;SO;2018;14;3;04.04.2018;DK2;SEK;294,80;277,09;226,94;;157,03;206,86;293,05;440,19;499,40;571,58;502,08;463,36;462,33;394,37;420,32;420,01;420,11;420,53;427,22;436,59;440,60;450,39;438,03;407,96;330,43;391,72
PR;SO;2018;14;3;04.04.2018;EE;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;501,77;571,58;546,35;535,34;484,37;474,48;457,80;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;412,60;390,77;445,57
PR;SO;2018;14;3;04.04.2018;FI;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;501,77;571,58;546,35;535,34;484,37;474,48;457,80;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;412,60;390,77;445,57
PR;SO;2018;14;3;04.04.2018;LT;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;501,77;571,58;546,35;535,34;484,37;474,48;473,76;425,47;422,48;473,66;473,66;436,59;473,66;450,39;438,03;412,60;390,77;451,63
PR;SO;2018;14;3;04.04.2018;LV;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;501,77;571,58;546,35;535,34;484,37;474,48;473,76;425,47;422,48;473,66;473,66;436,59;473,66;450,39;438,03;412,60;390,77;451,63
PR;SO;2018;14;3;04.04.2018;NO1;SEK;404,77;398,49;399,00;;400,96;401,27;412,70;440,19;480,56;571,58;502,08;463,36;448,43;444,93;438,44;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;413,63;405,18;437,09
PR;SO;2018;14;3;04.04.2018;NO2;SEK;404,77;398,49;399,00;;400,96;401,27;412,70;425,26;480,56;571,58;502,08;463,36;436,38;420,32;420,32;420,01;420,11;420,53;427,22;436,59;440,60;450,39;429,28;413,63;405,18;433,36
PR;SO;2018;14;3;04.04.2018;NO3;SEK;404,77;398,49;399,00;;400,96;401,27;412,70;440,19;499,40;571,58;502,08;463,36;462,33;454,81;468,30;467,99;454,40;446,37;427,22;436,59;440,60;450,39;438,03;415,58;405,80;444,26
PR;SO;2018;14;3;04.04.2018;NO4;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;499,40;571,58;502,08;463,36;462,33;444,93;438,44;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;412,60;390,77;437,67
PR;SO;2018;14;3;04.04.2018;NO5;SEK;404,77;398,49;399,00;;400,96;401,27;412,70;440,19;480,56;571,58;502,08;463,36;448,43;444,93;438,44;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;413,63;405,18;437,09
PR;SO;2018;14;3;04.04.2018;SE1;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;499,40;571,58;502,08;463,36;462,33;444,93;438,44;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;412,60;390,77;437,67
PR;SO;2018;14;3;04.04.2018;SE2;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;499,40;571,58;502,08;463,36;462,33;444,93;438,44;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;412,60;390,77;437,67
PR;SO;2018;14;3;04.04.2018;SE3;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;499,40;571,58;502,08;463,36;462,33;444,93;438,44;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;412,60;390,77;437,67
PR;SO;2018;14;3;04.04.2018;SE4;SEK;404,77;396,53;399,00;;400,96;399,93;412,70;440,19;499,40;571,58;502,08;463,36;462,33;444,93;438,44;425,47;422,48;423,72;427,22;436,59;440,60;450,39;438,03;412,60;390,77;437,67
AL;72
